,avg_drop,avg_gross,best_gross,best_movie,best_pcttotal,month,month_name,num_movies,pctyr_totalgross,total_tickets,year
1050,-49.3%,$119.5,$402.1,Transformers 2,37.4%,4,JUNE,9,10.0%,"$1,075.6",2009
1051,-53.6%,$118.3,$293.0,Up,22.5%,4,MAY,11,12.1%,"$1,301.2",2009
1052,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,4,APRIL,13,5.3%,$566.1,2009
1053,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,4,MARCH,10,6.2%,$669.9,2009
1054,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,4,FEBRUARY,11,4.7%,$507.3,2009
1055,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,4,JANUARY,20,9.3%,$998.6,2009
1056,-36.5%,$124.6,$749.8,Avatar,46.3%,5,DECEMBER,13,15.0%,"$1,620.3",2009
1057,-45.6%,$87.4,$296.6,New Moon,26.1%,5,NOVEMBER,13,10.5%,"$1,135.9",2009
1058,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,5,OCTOBER,16,6.5%,$697.8,2009
1059,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,5,SEPTEMBER,14,4.1%,$439.7,2009
1060,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,5,AUGUST,16,7.1%,$763.3,2009
1061,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,5,JULY,11,9.3%,"$1,005.2",2009
1062,-49.3%,$119.5,$402.1,Transformers 2,37.4%,5,JUNE,9,10.0%,"$1,075.6",2009
1063,-53.6%,$118.3,$293.0,Up,22.5%,5,MAY,11,12.1%,"$1,301.2",2009
1064,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,5,APRIL,13,5.3%,$566.1,2009
1065,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,5,MARCH,10,6.2%,$669.9,2009
1066,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,5,FEBRUARY,11,4.7%,$507.3,2009
1067,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,5,JANUARY,20,9.3%,$998.6,2009
1068,-36.5%,$124.6,$749.8,Avatar,46.3%,6,DECEMBER,13,15.0%,"$1,620.3",2009
1069,-45.6%,$87.4,$296.6,New Moon,26.1%,6,NOVEMBER,13,10.5%,"$1,135.9",2009
1070,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,6,OCTOBER,16,6.5%,$697.8,2009
1071,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,6,SEPTEMBER,14,4.1%,$439.7,2009
1072,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,6,AUGUST,16,7.1%,$763.3,2009
1073,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,6,JULY,11,9.3%,"$1,005.2",2009
1074,-49.3%,$119.5,$402.1,Transformers 2,37.4%,6,JUNE,9,10.0%,"$1,075.6",2009
1075,-53.6%,$118.3,$293.0,Up,22.5%,6,MAY,11,12.1%,"$1,301.2",2009
1076,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,6,APRIL,13,5.3%,$566.1,2009
1077,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,6,MARCH,10,6.2%,$669.9,2009
1078,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,6,FEBRUARY,11,4.7%,$507.3,2009
1079,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,6,JANUARY,20,9.3%,$998.6,2009
1080,-36.5%,$124.6,$749.8,Avatar,46.3%,7,DECEMBER,13,15.0%,"$1,620.3",2009
1081,-45.6%,$87.4,$296.6,New Moon,26.1%,7,NOVEMBER,13,10.5%,"$1,135.9",2009
1082,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,7,OCTOBER,16,6.5%,$697.8,2009
1083,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,7,SEPTEMBER,14,4.1%,$439.7,2009
1084,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,7,AUGUST,16,7.1%,$763.3,2009
1085,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,7,JULY,11,9.3%,"$1,005.2",2009
1086,-49.3%,$119.5,$402.1,Transformers 2,37.4%,7,JUNE,9,10.0%,"$1,075.6",2009
1087,-53.6%,$118.3,$293.0,Up,22.5%,7,MAY,11,12.1%,"$1,301.2",2009
1088,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,7,APRIL,13,5.3%,$566.1,2009
1089,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,7,MARCH,10,6.2%,$669.9,2009
1090,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,7,FEBRUARY,11,4.7%,$507.3,2009
1091,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,7,JANUARY,20,9.3%,$998.6,2009
1092,-36.5%,$124.6,$749.8,Avatar,46.3%,8,DECEMBER,13,15.0%,"$1,620.3",2009
1093,-45.6%,$87.4,$296.6,New Moon,26.1%,8,NOVEMBER,13,10.5%,"$1,135.9",2009
1094,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,8,OCTOBER,16,6.5%,$697.8,2009
1095,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,8,SEPTEMBER,14,4.1%,$439.7,2009
1096,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,8,AUGUST,16,7.1%,$763.3,2009
1097,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,8,JULY,11,9.3%,"$1,005.2",2009
1098,-49.3%,$119.5,$402.1,Transformers 2,37.4%,8,JUNE,9,10.0%,"$1,075.6",2009
1099,-53.6%,$118.3,$293.0,Up,22.5%,8,MAY,11,12.1%,"$1,301.2",2009
1100,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,8,APRIL,13,5.3%,$566.1,2009
1101,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,8,MARCH,10,6.2%,$669.9,2009
1102,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,8,FEBRUARY,11,4.7%,$507.3,2009
1103,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,8,JANUARY,20,9.3%,$998.6,2009
1104,-36.5%,$124.6,$749.8,Avatar,46.3%,9,DECEMBER,13,15.0%,"$1,620.3",2009
1105,-45.6%,$87.4,$296.6,New Moon,26.1%,9,NOVEMBER,13,10.5%,"$1,135.9",2009
1106,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,9,OCTOBER,16,6.5%,$697.8,2009
1107,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,9,SEPTEMBER,14,4.1%,$439.7,2009
1108,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,9,AUGUST,16,7.1%,$763.3,2009
1109,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,9,JULY,11,9.3%,"$1,005.2",2009
1110,-49.3%,$119.5,$402.1,Transformers 2,37.4%,9,JUNE,9,10.0%,"$1,075.6",2009
1111,-53.6%,$118.3,$293.0,Up,22.5%,9,MAY,11,12.1%,"$1,301.2",2009
1112,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,9,APRIL,13,5.3%,$566.1,2009
1113,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,9,MARCH,10,6.2%,$669.9,2009
1114,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,9,FEBRUARY,11,4.7%,$507.3,2009
1115,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,9,JANUARY,20,9.3%,$998.6,2009
1116,-36.5%,$124.6,$749.8,Avatar,46.3%,10,DECEMBER,13,15.0%,"$1,620.3",2009
1117,-45.6%,$87.4,$296.6,New Moon,26.1%,10,NOVEMBER,13,10.5%,"$1,135.9",2009
1118,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,10,OCTOBER,16,6.5%,$697.8,2009
1119,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,10,SEPTEMBER,14,4.1%,$439.7,2009
1120,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,10,AUGUST,16,7.1%,$763.3,2009
1121,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,10,JULY,11,9.3%,"$1,005.2",2009
1122,-49.3%,$119.5,$402.1,Transformers 2,37.4%,10,JUNE,9,10.0%,"$1,075.6",2009
1123,-53.6%,$118.3,$293.0,Up,22.5%,10,MAY,11,12.1%,"$1,301.2",2009
1124,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,10,APRIL,13,5.3%,$566.1,2009
1125,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,10,MARCH,10,6.2%,$669.9,2009
1126,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,10,FEBRUARY,11,4.7%,$507.3,2009
1127,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,10,JANUARY,20,9.3%,$998.6,2009
1128,-36.5%,$124.6,$749.8,Avatar,46.3%,11,DECEMBER,13,15.0%,"$1,620.3",2009
1129,-45.6%,$87.4,$296.6,New Moon,26.1%,11,NOVEMBER,13,10.5%,"$1,135.9",2009
1130,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,11,OCTOBER,16,6.5%,$697.8,2009
1131,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,11,SEPTEMBER,14,4.1%,$439.7,2009
1132,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,11,AUGUST,16,7.1%,$763.3,2009
1133,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,11,JULY,11,9.3%,"$1,005.2",2009
1134,-49.3%,$119.5,$402.1,Transformers 2,37.4%,11,JUNE,9,10.0%,"$1,075.6",2009
1135,-53.6%,$118.3,$293.0,Up,22.5%,11,MAY,11,12.1%,"$1,301.2",2009
1136,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,11,APRIL,13,5.3%,$566.1,2009
1137,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,11,MARCH,10,6.2%,$669.9,2009
1138,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,11,FEBRUARY,11,4.7%,$507.3,2009
1139,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,11,JANUARY,20,9.3%,$998.6,2009
1140,-36.5%,$124.6,$749.8,Avatar,46.3%,12,DECEMBER,13,15.0%,"$1,620.3",2009
1141,-45.6%,$87.4,$296.6,New Moon,26.1%,12,NOVEMBER,13,10.5%,"$1,135.9",2009
1142,-41.6%,$43.6,$109.2,Couples Retreat,15.6%,12,OCTOBER,16,6.5%,$697.8,2009
1143,-48.9%,$31.4,$124.9,Cloudy with a Chance of Meatballs,28.4%,12,SEPTEMBER,14,4.1%,$439.7,2009
1144,-51.0%,$47.7,$150.2,G.I. Joe: The Rise of Cobra,19.7%,12,AUGUST,16,7.1%,$763.3,2009
1145,-52.3%,$91.4,$302.0,Harry Potter 6,30.0%,12,JULY,11,9.3%,"$1,005.2",2009
1146,-49.3%,$119.5,$402.1,Transformers 2,37.4%,12,JUNE,9,10.0%,"$1,075.6",2009
1147,-53.6%,$118.3,$293.0,Up,22.5%,12,MAY,11,12.1%,"$1,301.2",2009
1148,-54.4%,$43.5,$155.1,Fast and Furious,27.4%,12,APRIL,13,5.3%,$566.1,2009
1149,-52.2%,$67.0,$198.4,Monsters Vs. Aliens,29.6%,12,MARCH,10,6.2%,$669.9,2009
1150,-47.9%,$46.1,$94.0,He's Just Not That Into You,18.5%,12,FEBRUARY,11,4.7%,$507.3,2009
1151,-39.8%,$49.9,$146.3,Paul Blart: Mall Cop,14.7%,12,JANUARY,20,9.3%,$998.6,2009
1152,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,1,DECEMBER,12,11.8%,"$1,178.7",2010
1153,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,1,NOVEMBER,13,10.4%,"$1,040.4",2010
1154,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,1,OCTOBER,12,6.3%,$627.4,2010
1155,-49.3%,$37.2,$92.2,The Town,19.0%,1,SEPTEMBER,13,4.9%,$484.0,2010
1156,-52.3%,$48.4,$119.2,The Other Guys,18.9%,1,AUGUST,13,6.3%,$629.5,2010
1157,-52.5%,$92.1,$292.6,Inception,26.5%,1,JULY,12,11.1%,"$1,104.6",2010
1158,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,1,JUNE,12,13.8%,"$1,379.4",2010
1159,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,1,MAY,8,9.3%,$925.6,2010
1160,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,1,APRIL,11,5.8%,$576.9,2010
1161,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,1,MARCH,13,9.6%,$959.0,2010
1162,-43.8%,$62.9,$128.0,Shutter Island,20.3%,1,FEBRUARY,10,6.3%,$629.4,2010
1163,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,1,JANUARY,12,4.3%,$430.5,2010
1164,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,2,DECEMBER,12,11.8%,"$1,178.7",2010
1165,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,2,NOVEMBER,13,10.4%,"$1,040.4",2010
1166,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,2,OCTOBER,12,6.3%,$627.4,2010
1167,-49.3%,$37.2,$92.2,The Town,19.0%,2,SEPTEMBER,13,4.9%,$484.0,2010
1168,-52.3%,$48.4,$119.2,The Other Guys,18.9%,2,AUGUST,13,6.3%,$629.5,2010
1169,-52.5%,$92.1,$292.6,Inception,26.5%,2,JULY,12,11.1%,"$1,104.6",2010
1170,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,2,JUNE,12,13.8%,"$1,379.4",2010
1171,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,2,MAY,8,9.3%,$925.6,2010
1172,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,2,APRIL,11,5.8%,$576.9,2010
1173,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,2,MARCH,13,9.6%,$959.0,2010
1174,-43.8%,$62.9,$128.0,Shutter Island,20.3%,2,FEBRUARY,10,6.3%,$629.4,2010
1175,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,2,JANUARY,12,4.3%,$430.5,2010
1176,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,3,DECEMBER,12,11.8%,"$1,178.7",2010
1177,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,3,NOVEMBER,13,10.4%,"$1,040.4",2010
1178,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,3,OCTOBER,12,6.3%,$627.4,2010
1179,-49.3%,$37.2,$92.2,The Town,19.0%,3,SEPTEMBER,13,4.9%,$484.0,2010
1180,-52.3%,$48.4,$119.2,The Other Guys,18.9%,3,AUGUST,13,6.3%,$629.5,2010
1181,-52.5%,$92.1,$292.6,Inception,26.5%,3,JULY,12,11.1%,"$1,104.6",2010
1182,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,3,JUNE,12,13.8%,"$1,379.4",2010
1183,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,3,MAY,8,9.3%,$925.6,2010
1184,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,3,APRIL,11,5.8%,$576.9,2010
1185,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,3,MARCH,13,9.6%,$959.0,2010
1186,-43.8%,$62.9,$128.0,Shutter Island,20.3%,3,FEBRUARY,10,6.3%,$629.4,2010
1187,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,3,JANUARY,12,4.3%,$430.5,2010
1188,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,4,DECEMBER,12,11.8%,"$1,178.7",2010
1189,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,4,NOVEMBER,13,10.4%,"$1,040.4",2010
1190,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,4,OCTOBER,12,6.3%,$627.4,2010
1191,-49.3%,$37.2,$92.2,The Town,19.0%,4,SEPTEMBER,13,4.9%,$484.0,2010
1192,-52.3%,$48.4,$119.2,The Other Guys,18.9%,4,AUGUST,13,6.3%,$629.5,2010
1193,-52.5%,$92.1,$292.6,Inception,26.5%,4,JULY,12,11.1%,"$1,104.6",2010
1194,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,4,JUNE,12,13.8%,"$1,379.4",2010
1195,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,4,MAY,8,9.3%,$925.6,2010
1196,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,4,APRIL,11,5.8%,$576.9,2010
1197,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,4,MARCH,13,9.6%,$959.0,2010
1198,-43.8%,$62.9,$128.0,Shutter Island,20.3%,4,FEBRUARY,10,6.3%,$629.4,2010
1199,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,4,JANUARY,12,4.3%,$430.5,2010
1200,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,5,DECEMBER,12,11.8%,"$1,178.7",2010
1201,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,5,NOVEMBER,13,10.4%,"$1,040.4",2010
1202,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,5,OCTOBER,12,6.3%,$627.4,2010
1203,-49.3%,$37.2,$92.2,The Town,19.0%,5,SEPTEMBER,13,4.9%,$484.0,2010
1204,-52.3%,$48.4,$119.2,The Other Guys,18.9%,5,AUGUST,13,6.3%,$629.5,2010
1205,-52.5%,$92.1,$292.6,Inception,26.5%,5,JULY,12,11.1%,"$1,104.6",2010
1206,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,5,JUNE,12,13.8%,"$1,379.4",2010
1207,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,5,MAY,8,9.3%,$925.6,2010
1208,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,5,APRIL,11,5.8%,$576.9,2010
1209,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,5,MARCH,13,9.6%,$959.0,2010
1210,-43.8%,$62.9,$128.0,Shutter Island,20.3%,5,FEBRUARY,10,6.3%,$629.4,2010
1211,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,5,JANUARY,12,4.3%,$430.5,2010
1212,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,6,DECEMBER,12,11.8%,"$1,178.7",2010
1213,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,6,NOVEMBER,13,10.4%,"$1,040.4",2010
1214,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,6,OCTOBER,12,6.3%,$627.4,2010
1215,-49.3%,$37.2,$92.2,The Town,19.0%,6,SEPTEMBER,13,4.9%,$484.0,2010
1216,-52.3%,$48.4,$119.2,The Other Guys,18.9%,6,AUGUST,13,6.3%,$629.5,2010
1217,-52.5%,$92.1,$292.6,Inception,26.5%,6,JULY,12,11.1%,"$1,104.6",2010
1218,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,6,JUNE,12,13.8%,"$1,379.4",2010
1219,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,6,MAY,8,9.3%,$925.6,2010
1220,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,6,APRIL,11,5.8%,$576.9,2010
1221,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,6,MARCH,13,9.6%,$959.0,2010
1222,-43.8%,$62.9,$128.0,Shutter Island,20.3%,6,FEBRUARY,10,6.3%,$629.4,2010
1223,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,6,JANUARY,12,4.3%,$430.5,2010
1224,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,7,DECEMBER,12,11.8%,"$1,178.7",2010
1225,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,7,NOVEMBER,13,10.4%,"$1,040.4",2010
1226,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,7,OCTOBER,12,6.3%,$627.4,2010
1227,-49.3%,$37.2,$92.2,The Town,19.0%,7,SEPTEMBER,13,4.9%,$484.0,2010
1228,-52.3%,$48.4,$119.2,The Other Guys,18.9%,7,AUGUST,13,6.3%,$629.5,2010
1229,-52.5%,$92.1,$292.6,Inception,26.5%,7,JULY,12,11.1%,"$1,104.6",2010
1230,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,7,JUNE,12,13.8%,"$1,379.4",2010
1231,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,7,MAY,8,9.3%,$925.6,2010
1232,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,7,APRIL,11,5.8%,$576.9,2010
1233,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,7,MARCH,13,9.6%,$959.0,2010
1234,-43.8%,$62.9,$128.0,Shutter Island,20.3%,7,FEBRUARY,10,6.3%,$629.4,2010
1235,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,7,JANUARY,12,4.3%,$430.5,2010
1236,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,8,DECEMBER,12,11.8%,"$1,178.7",2010
1237,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,8,NOVEMBER,13,10.4%,"$1,040.4",2010
1238,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,8,OCTOBER,12,6.3%,$627.4,2010
1239,-49.3%,$37.2,$92.2,The Town,19.0%,8,SEPTEMBER,13,4.9%,$484.0,2010
1240,-52.3%,$48.4,$119.2,The Other Guys,18.9%,8,AUGUST,13,6.3%,$629.5,2010
1241,-52.5%,$92.1,$292.6,Inception,26.5%,8,JULY,12,11.1%,"$1,104.6",2010
1242,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,8,JUNE,12,13.8%,"$1,379.4",2010
1243,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,8,MAY,8,9.3%,$925.6,2010
1244,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,8,APRIL,11,5.8%,$576.9,2010
1245,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,8,MARCH,13,9.6%,$959.0,2010
1246,-43.8%,$62.9,$128.0,Shutter Island,20.3%,8,FEBRUARY,10,6.3%,$629.4,2010
1247,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,8,JANUARY,12,4.3%,$430.5,2010
1248,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,9,DECEMBER,12,11.8%,"$1,178.7",2010
1249,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,9,NOVEMBER,13,10.4%,"$1,040.4",2010
1250,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,9,OCTOBER,12,6.3%,$627.4,2010
1251,-49.3%,$37.2,$92.2,The Town,19.0%,9,SEPTEMBER,13,4.9%,$484.0,2010
1252,-52.3%,$48.4,$119.2,The Other Guys,18.9%,9,AUGUST,13,6.3%,$629.5,2010
1253,-52.5%,$92.1,$292.6,Inception,26.5%,9,JULY,12,11.1%,"$1,104.6",2010
1254,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,9,JUNE,12,13.8%,"$1,379.4",2010
1255,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,9,MAY,8,9.3%,$925.6,2010
1256,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,9,APRIL,11,5.8%,$576.9,2010
1257,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,9,MARCH,13,9.6%,$959.0,2010
1258,-43.8%,$62.9,$128.0,Shutter Island,20.3%,9,FEBRUARY,10,6.3%,$629.4,2010
1259,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,9,JANUARY,12,4.3%,$430.5,2010
1260,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,10,DECEMBER,12,11.8%,"$1,178.7",2010
1261,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,10,NOVEMBER,13,10.4%,"$1,040.4",2010
1262,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,10,OCTOBER,12,6.3%,$627.4,2010
1263,-49.3%,$37.2,$92.2,The Town,19.0%,10,SEPTEMBER,13,4.9%,$484.0,2010
1264,-52.3%,$48.4,$119.2,The Other Guys,18.9%,10,AUGUST,13,6.3%,$629.5,2010
1265,-52.5%,$92.1,$292.6,Inception,26.5%,10,JULY,12,11.1%,"$1,104.6",2010
1266,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,10,JUNE,12,13.8%,"$1,379.4",2010
1267,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,10,MAY,8,9.3%,$925.6,2010
1268,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,10,APRIL,11,5.8%,$576.9,2010
1269,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,10,MARCH,13,9.6%,$959.0,2010
1270,-43.8%,$62.9,$128.0,Shutter Island,20.3%,10,FEBRUARY,10,6.3%,$629.4,2010
1271,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,10,JANUARY,12,4.3%,$430.5,2010
1272,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,11,DECEMBER,12,11.8%,"$1,178.7",2010
1273,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,11,NOVEMBER,13,10.4%,"$1,040.4",2010
1274,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,11,OCTOBER,12,6.3%,$627.4,2010
1275,-49.3%,$37.2,$92.2,The Town,19.0%,11,SEPTEMBER,13,4.9%,$484.0,2010
1276,-52.3%,$48.4,$119.2,The Other Guys,18.9%,11,AUGUST,13,6.3%,$629.5,2010
1277,-52.5%,$92.1,$292.6,Inception,26.5%,11,JULY,12,11.1%,"$1,104.6",2010
1278,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,11,JUNE,12,13.8%,"$1,379.4",2010
1279,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,11,MAY,8,9.3%,$925.6,2010
1280,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,11,APRIL,11,5.8%,$576.9,2010
1281,-46.2%,$73.8,$334.2,Alice in Wonderland,34.8%,11,MARCH,13,9.6%,$959.0,2010
1282,-43.8%,$62.9,$128.0,Shutter Island,20.3%,11,FEBRUARY,10,6.3%,$629.4,2010
1283,-51.0%,$35.9,$94.8,The Book of Eli,22.0%,11,JANUARY,12,4.3%,$430.5,2010
1284,-23.8%,$98.2,$172.1,Tron Legacy,14.6%,12,DECEMBER,12,11.8%,"$1,178.7",2010
1285,-51.0%,$80.0,$296.0,Harry Potter / Deathly Hallows (P1),28.4%,12,NOVEMBER,13,10.4%,"$1,040.4",2010
1286,-46.0%,$52.3,$117.2,Jackass 3-D,18.7%,12,OCTOBER,12,6.3%,$627.4,2010
1287,-49.3%,$37.2,$92.2,The Town,19.0%,12,SEPTEMBER,13,4.9%,$484.0,2010
1288,-52.3%,$48.4,$119.2,The Other Guys,18.9%,12,AUGUST,13,6.3%,$629.5,2010
1289,-52.5%,$92.1,$292.6,Inception,26.5%,12,JULY,12,11.1%,"$1,104.6",2010
1290,-50.9%,$114.9,$415.0,Toy Story 3,30.1%,12,JUNE,12,13.8%,"$1,379.4",2010
1291,-50.4%,$115.7,$312.4,Iron Man 2,33.8%,12,MAY,8,9.3%,$925.6,2010
1292,-49.0%,$52.4,$163.2,Clash of the Titans,28.3%,12,APRIL,11,5.8%,$576.9,2010
