,month,season,year,rank,movie_title,prodco,total_gross,numtheaters,open_tickets,opentheaters,startdate,enddate
1332,3,Spring,2010,13,Repo Men,Uni.,"$13,794,835","2,521","$6,126,170","2,521",3/19,4/22
1333,4,Spring,2010,1,Clash of the Titans (2010),WB,"$163,214,888","3,802","$61,235,105","3,777",4/2,7/22
1334,4,Spring,2010,2,Date Night,Fox,"$98,711,404","3,380","$25,207,599","3,374",4/9,9/9
1335,4,Spring,2010,3,A Nightmare on Elm Street (2010),WB (NL),"$63,075,011","3,332","$32,902,299","3,332",4/30,7/15
1336,4,Spring,2010,4,Tyler Perry's Why Did I Get Married Too?,LGF,"$60,095,852","2,155","$29,289,537","2,155",4/2,6/10
1337,4,Spring,2010,5,Kick-Ass,LGF,"$48,071,303","3,065","$19,828,687","3,065",4/16,7/1
1338,4,Spring,2010,6,Death at a Funeral (2010),SGem,"$42,739,347","2,459","$16,217,540","2,459",4/16,7/8
1339,4,Spring,2010,7,The Back-Up Plan,CBS,"$37,490,007","3,280","$12,201,710","3,280",4/23,7/22
1340,4,Spring,2010,8,The Losers,WB,"$23,591,432","2,936","$9,406,348","2,936",4/23,6/24
1341,4,Spring,2010,9,Oceans,BV,"$19,422,319","1,232","$6,058,958","1,206",4/22,7/15
1342,4,Spring,2010,10,Furry Vengeance,Sum.,"$17,630,465","3,002","$6,627,564","2,997",4/30,7/15
1343,4,Spring,2010,11,Letters to God,Viv.,"$2,848,578",897,"$1,088,873",897,4/9,7/1
1344,5,Summer,2010,1,Iron Man 2,Par.,"$312,433,331","4,390","$128,122,480","4,380",5/7,8/19
1345,5,Summer,2010,2,Shrek Forever After,P/DW,"$238,736,787","4,386","$70,838,207","4,359",5/21,9/9
1346,5,Summer,2010,3,Robin Hood,Uni.,"$105,269,730","3,505","$36,063,385","3,503",5/14,8/5
1347,5,Summer,2010,4,Sex and the City 2,WB (NL),"$95,347,692","3,445","$31,001,870","3,445",5/27,8/19
1348,5,Summer,2010,5,Prince of Persia: The Sands of Time,BV,"$90,759,676","3,646","$30,095,259","3,646",5/28,9/23
1349,5,Summer,2010,6,Letters to Juliet,Sum.,"$53,032,453","2,975","$13,540,486","2,968",5/14,8/26
1350,5,Summer,2010,7,Just Wright,FoxS,"$21,540,363","1,831","$8,284,989","1,831",5/14,8/5
1351,5,Summer,2010,8,MacGruber,Uni.,"$8,525,600","2,551","$4,043,495","2,551",5/21,6/10
1352,6,Summer,2010,1,Toy Story 3,BV,"$415,004,880","4,028","$110,307,189","4,028",6/18,12/2
1353,6,Summer,2010,2,The Twilight Saga: Eclipse,Sum.,"$300,531,751","4,468","$64,832,191","4,468",6/30,10/21
1354,6,Summer,2010,3,The Karate Kid,Sony,"$176,591,618","3,740","$55,665,805","3,663",6/11,9/23
1355,6,Summer,2010,4,Grown Ups,Sony,"$162,001,186","3,534","$40,506,562","3,534",6/25,10/28
1356,6,Summer,2010,5,The A-Team,Fox,"$77,222,099","3,544","$25,669,455","3,535",6/11,9/16
1357,6,Summer,2010,6,Knight & Day,Fox,"$76,423,035","3,104","$20,139,985","3,098",6/23,10/7
1358,6,Summer,2010,7,Get Him to the Greek,Uni.,"$60,974,475","2,702","$17,570,955","2,697",6/4,8/12
1359,6,Summer,2010,8,Killers,LGF,"$47,059,963","2,859","$15,837,266","2,859",6/4,8/19
1360,6,Summer,2010,9,Marmaduke,Fox,"$33,644,788","3,213","$11,599,661","3,213",6/4,9/16
1361,6,Summer,2010,10,Splice,WB,"$17,010,170","2,450","$7,385,277","2,450",6/4,8/5
1362,6,Summer,2010,11,Jonah Hex,WB,"$10,547,117","2,825","$5,379,365","2,825",6/18,8/12
1363,6,Summer,2010,12,Twilight/New Moon Combo (one-night-only),Sum.,"$2,385,237","2,037",N/A,N/A,6/29,6/29
1364,7,Summer,2010,1,Inception,WB,"$292,576,195","3,792","$62,785,337","3,792",7/16,1/6
1365,7,Summer,2010,2,Despicable Me,Uni.,"$251,513,985","3,602","$56,397,125","3,476",7/9,1/20
1366,7,Summer,2010,3,The Last Airbender,Par.,"$131,772,187","3,203","$40,325,019","3,169",7/1,9/23
1367,7,Summer,2010,4,Salt,Sony,"$118,311,368","3,612","$36,011,243","3,612",7/23,10/28
1368,7,Summer,2010,5,Dinner for Schmucks,P/DW,"$73,026,337","3,046","$23,527,839","2,911",7/30,10/14
1369,7,Summer,2010,6,The Sorcerer's Apprentice,BV,"$63,150,991","3,504","$17,619,622","3,504",7/14,10/28
1370,7,Summer,2010,7,Predators,Fox,"$52,000,688","2,669","$24,760,882","2,669",7/9,10/14
1371,7,Summer,2010,8,Cats & Dogs: The Revenge of Kitty Galore,WB,"$43,585,753","3,705","$12,279,363","3,705",7/30,10/21
1372,7,Summer,2010,9,Charlie St. Cloud,Uni.,"$31,162,545","2,725","$12,381,585","2,718",7/30,9/16
1373,7,Summer,2010,10,Ramona and Beezus,Fox,"$26,167,002","2,719","$7,810,481","2,719",7/23,11/11
1374,7,Summer,2010,11,The Kids Are All Right,Focus,"$20,811,365",994,"$491,971",7,7/30,10/21
1375,7,Summer,2010,12,Standing Ovation,RM,"$531,806",625,"$343,125",623,7/16,7/29
1376,8,Fall,2010,1,The Other Guys,Sony,"$119,219,978","3,651","$35,543,162","3,651",8/6,11/18
1377,8,Fall,2010,2,The Expendables,LGF,"$103,068,524","3,398","$34,825,135","3,270",8/13,10/21
1378,8,Fall,2010,3,Eat Pray Love,Sony,"$80,574,010","3,108","$23,104,523","3,082",8/13,11/4
1379,8,Fall,2010,4,Takers,SGem,"$57,744,720","2,206","$20,512,304","2,206",8/27,11/18
1380,8,Fall,2010,5,Step Up 3-D,BV,"$42,400,223","2,439","$15,812,311","2,435",8/6,11/4
1381,8,Fall,2010,6,The Last Exorcism,LGF,"$41,034,350","2,874","$20,366,613","2,874",8/27,10/7
1382,8,Fall,2010,7,Vampires Suck,Fox,"$36,661,504","3,233","$12,202,831","3,233",8/18,11/11
1383,8,Fall,2010,8,Scott Pilgrim vs. the World,Uni.,"$31,524,275","2,820","$10,609,795","2,818",8/13,10/7
1384,8,Fall,2010,9,Nanny McPhee Returns,Uni.,"$29,011,215","2,798","$8,407,685","2,784",8/20,10/28
1385,8,Fall,2010,10,The Switch,Mira.,"$27,779,426","2,017","$8,436,713","2,012",8/20,11/18
1386,8,Fall,2010,11,Piranha 3D,W/Dim.,"$25,003,155","2,491","$10,106,872","2,470",8/20,11/18
1387,8,Fall,2010,12,Lottery Ticket,WB,"$24,719,879","1,974","$10,652,297","1,973",8/20,11/4
1388,8,Fall,2010,13,Avatar: Special Edition,Fox,"$10,741,486",812,"$4,007,750",812,8/27,11/18
1389,9,Fall,2010,1,The Town,WB,"$92,186,262","2,935","$23,808,032","2,861",9/17,1/6
1390,9,Fall,2010,2,Resident Evil: Afterlife,SGem,"$60,128,566","3,209","$26,650,264","3,203",9/10,11/4
1391,9,Fall,2010,3,Easy A,SGem,"$58,401,464","2,974","$17,734,040","2,856",9/17,12/23
1392,9,Fall,2010,4,Legend of the Guardians: The Owls of Ga'Hoole,WB,"$55,675,313","3,575","$16,112,211","3,575",9/24,1/20
1393,9,Fall,2010,5,Wall Street: Money Never Sleeps,Fox,"$52,474,616","3,597","$19,011,188","3,565",9/24,12/19
1394,9,Fall,2010,6,The American,Focus,"$35,606,376","2,833","$13,177,790","2,823",9/1,11/4
1395,9,Fall,2010,7,Devil,Uni.,"$33,601,190","2,811","$12,289,375","2,809",9/17,11/18
1396,9,Fall,2010,8,Machete,Fox,"$26,593,646","2,678","$11,416,164","2,670",9/3,11/18
1397,9,Fall,2010,9,You Again,BV,"$25,702,053","2,548","$8,407,513","2,548",9/24,12/16
1398,9,Fall,2010,10,Alpha and Omega,LGF,"$25,107,267","2,625","$9,106,906","2,625",9/17,12/2
1399,9,Fall,2010,11,Going the Distance,WB (NL),"$17,804,299","3,030","$6,884,964","3,030",9/3,10/21
1400,9,Fall,2010,12,The Virginity Hit,Sony,"$636,706",700,"$301,885",700,9/24,10/7
1401,9,Fall,2010,13,Leaves of Grass,First,"$70,066",6,"$20,987",3,9/17,10/14
1402,10,Fall,2010,1,Jackass 3-D,Par.,"$117,229,692","3,139","$50,353,641","3,081",10/15,1/20
1403,10,Fall,2010,2,The Social Network,Sony,"$96,962,694","2,921","$22,445,653","2,771",10/1,3/3
1404,10,Fall,2010,3,Red,Sum.,"$90,380,162","3,349","$21,761,408","3,255",10/15,2/3
1405,10,Fall,2010,4,Paranormal Activity 2,Par.,"$84,752,907","3,239","$40,678,424","3,216",10/22,1/20
1406,10,Fall,2010,5,Secretariat,BV,"$59,713,955","3,108","$12,694,770","3,072",10/8,2/10
1407,10,Fall,2010,6,Life as We Know It,WB,"$53,374,681","3,150","$14,506,464","3,150",10/8,1/27
1408,10,Fall,2010,7,Saw 3D,LGF,"$45,710,178","2,808","$22,530,123","2,808",10/29,12/2
1409,10,Fall,2010,8,Hereafter,WB,"$32,746,941","2,424","$220,322",6,10/22,1/13
1410,10,Fall,2010,9,My Soul to Take,Uni.,"$14,744,435","2,572","$6,842,220","2,572",10/8,11/4
1411,10,Fall,2010,10,Case 39,ParV,"$13,261,851","2,212","$5,350,570","2,211",10/1,11/18
1412,10,Fall,2010,11,Let Me In,Over.,"$12,134,935","2,042","$5,147,479","2,020",10/1,12/9
1413,10,Fall,2010,12,It's Kind of a Funny Story,Focus,"$6,363,628",757,"$2,013,406",742,10/8,11/25
1414,11,Winter,2010,1,Harry Potter and the Deathly Hallows Part 1,WB,"$295,983,305","4,125","$125,017,372","4,125",11/19,4/7
1415,11,Winter,2010,2,Tangled,BV,"$200,821,936","3,603","$48,767,052","3,603",11/24,6/2
1416,11,Winter,2010,3,Megamind,P/DW,"$148,415,853","3,949","$46,016,833","3,944",11/5,2/24
1417,11,Winter,2010,4,Due Date,WB,"$100,539,043","3,365","$32,689,406","3,355",11/5,1/27
1418,11,Winter,2010,5,Unstoppable,Fox,"$81,562,942","3,261","$22,688,457","3,207",11/12,3/10
1419,11,Winter,2010,6,Burlesque,SGem,"$39,440,655","3,037","$11,947,744","3,037",11/24,2/10
1420,11,Winter,2010,7,For Colored Girls,LGF,"$37,729,698","2,127","$19,497,324","2,127",11/5,1/20
1421,11,Winter,2010,8,Love and Other Drugs,Fox,"$32,367,005","2,458","$9,739,161","2,455",11/24,2/17
1422,11,Winter,2010,9,Morning Glory,Par.,"$31,011,732","2,544","$9,203,266","2,518",11/10,1/20
1423,11,Winter,2010,10,Faster,CBS,"$23,240,020","2,470","$8,523,153","2,454",11/24,2/10
1424,11,Winter,2010,11,Skyline,Uni.,"$21,393,620","2,883","$11,692,415","2,880",11/12,12/21
1425,11,Winter,2010,12,The Next Three Days,LGF,"$21,148,651","2,564","$6,542,779","2,564",11/19,1/6
1426,11,Winter,2010,13,Conviction,FoxS,"$6,783,129",672,"$102,351",11,11/5,12/26
1427,12,Winter,2010,1,Tron Legacy,BV,"$172,062,763","3,451","$44,026,211","3,451",12/17,4/14
1428,12,Winter,2010,2,True Grit,Par.,"$171,243,005","3,464","$24,830,443","3,047",12/22,4/28
1429,12,Winter,2010,3,Little Fockers,Uni.,"$148,438,600","3,675","$30,833,665","3,536",12/22,3/17
1430,12,Winter,2010,4,The King's Speech,Wein.,"$135,453,143","2,584","$355,450",4,12/25,3/31
1431,12,Winter,2010,5,Black Swan,FoxS,"$106,954,678","2,407","$1,443,809",18,12/17,5/5
1432,12,Winter,2010,6,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"$104,386,950","3,555","$24,005,069","3,555",12/10,4/14
1433,12,Winter,2010,7,Yogi Bear,WB,"$100,246,011","3,515","$16,411,322","3,515",12/17,4/7
1434,12,Winter,2010,8,The Fighter,Par.,"$93,617,009","2,534","$300,010",4,12/17,3/31
1435,12,Winter,2010,9,The Tourist,Sony,"$67,631,157","2,756","$16,472,458","2,756",12/10,3/10
1436,12,Winter,2010,10,Gulliver's Travels,Fox,"$42,779,261","3,089","$6,307,691","2,546",12/25,4/14
1437,12,Winter,2010,11,How Do You Know,Sony,"$30,212,620","2,483","$7,484,696","2,483",12/17,1/27
1438,12,Winter,2010,12,The Warrior's Way,Rela.,"$5,666,340","1,622","$3,048,665","1,622",12/3,2/3
1439,1,Winter,2011,1,The Green Hornet,Sony,"$98,780,042","3,584","$33,526,876","3,584",1/14,4/21
1440,1,Winter,2011,2,No Strings Attached,Par.,"$70,662,220","3,050","$19,652,921","3,018",1/21,4/7
1441,1,Winter,2011,3,The Dilemma,Uni.,"$48,475,290","2,943","$17,816,230","2,940",1/14,3/3
1442,1,Winter,2011,4,The Rite,WB (NL),"$33,047,633","2,985","$14,789,393","2,985",1/28,4/7
1443,1,Winter,2011,5,The Mechanic,CBS,"$29,121,498","2,704","$11,422,006","2,703",1/28,4/7
1444,1,Winter,2011,6,Season of the Witch,Rela.,"$24,827,228","2,827","$10,612,375","2,816",1/7,3/24
1445,1,Winter,2011,7,Country Strong,SGem,"$20,218,921","1,441","$30,452",2,1/7,2/17
1446,1,Winter,2011,8,127 Hours,FoxS,"$18,335,230",916,"$264,851",4,1/28,4/14
1447,1,Winter,2011,9,The Way Back,NM,"$2,701,859",678,"$1,218,868",678,1/21,3/3
1448,2,Spring,2011,1,Just Go With It,Sony,"$103,028,109","3,548","$30,514,732","3,548",2/11,5/19
1449,2,Spring,2011,2,Gnomeo and Juliet,BV,"$99,967,670","3,037","$25,356,909","2,994",2/11,6/23
1450,2,Spring,2011,3,Justin Bieber: Never Say Never,Par.,"$73,013,910","3,118","$29,514,054","3,105",2/11,5/12
1451,2,Spring,2011,4,Unknown,WB,"$63,686,397","3,043","$21,856,389","3,043",2/18,5/12
1452,2,Spring,2011,5,I Am Number Four,BV,"$55,100,437","3,156","$19,449,893","3,154",2/18,6/2
1453,2,Spring,2011,6,Hall Pass,WB (NL),"$45,060,734","2,950","$13,535,374","2,950",2/25,5/12
1454,2,Spring,2011,7,"Big Mommas: Like Father, Like Son",Fox,"$37,915,414","2,821","$16,300,803","2,821",2/18,5/26
1455,2,Spring,2011,8,The Roommate,SGem,"$37,300,107","2,534","$15,002,635","2,534",2/4,3/24
1456,2,Spring,2011,9,Sanctum,Uni.,"$23,209,310","2,789","$9,447,930","2,787",2/4,3/3
1457,2,Spring,2011,10,The Eagle,Focus,"$19,490,041","2,296","$8,684,464","2,296",2/11,4/7
1458,2,Spring,2011,11,Drive Angry,Sum.,"$10,721,033","2,290","$5,187,625","2,290",2/25,4/21
1459,3,Spring,2011,1,Rango,Par.,"$123,477,607","3,923","$38,079,323","3,917",3/4,7/7
1460,3,Spring,2011,2,Battle: Los Angeles,Sony,"$83,552,429","3,417","$35,573,187","3,417",3/11,6/2
1461,3,Spring,2011,3,Limitless,Rela.,"$79,249,455","2,838","$18,907,302","2,756",3/18,7/7
1462,3,Spring,2011,4,The Adjustment Bureau,Uni.,"$62,495,645","2,847","$21,157,730","2,840",3/4,5/26
1463,3,Spring,2011,5,The Lincoln Lawyer,LGF,"$58,009,200","2,707","$13,206,453","2,707",3/18,7/21
1464,3,Spring,2011,6,Diary of a Wimpy Kid: Rodrick Rules,Fox,"$52,698,535","3,169","$23,751,502","3,167",3/25,7/14
1465,3,Spring,2011,7,Red Riding Hood,WB,"$37,662,162","3,030","$14,005,335","3,030",3/11,5/26
1466,3,Spring,2011,8,Paul,Uni.,"$37,412,945","2,806","$13,043,310","2,802",3/18,5/19
1467,3,Spring,2011,9,Sucker Punch,WB,"$36,392,502","3,033","$19,058,199","3,033",3/25,5/26
1468,3,Spring,2011,10,Beastly,CBS,"$27,865,571","1,959","$9,851,102","1,952",3/4,5/19
1469,3,Spring,2011,11,Mars Needs Moms,BV,"$21,392,758","3,117","$6,914,488","3,117",3/11,6/23
1470,3,Spring,2011,12,Take Me Home Tonight,Rela.,"$6,928,068","2,003","$3,464,679","2,003",3/4,4/21
1471,4,Spring,2011,1,Fast Five,Uni.,"$209,837,675","3,793","$86,198,765","3,644",4/29,8/11
1472,4,Spring,2011,2,Rio,Fox,"$143,619,809","3,842","$39,225,962","3,826",4/15,9/8
1473,4,Spring,2011,3,Hop,Uni.,"$108,085,305","3,616","$37,543,710","3,579",4/1,6/16
1474,4,Spring,2011,4,Water for Elephants,Fox,"$58,709,717","2,820","$16,842,353","2,817",4/22,8/11
1475,4,Spring,2011,5,Source Code,Sum.,"$54,712,227","2,971","$14,812,094","2,961",4/1,7/14
1476,4,Spring,2011,6,Insidious,FD,"$54,009,150","2,419","$13,271,464","2,408",4/1,9/8
1477,4,Spring,2011,7,Tyler Perry's Madea's Big Happy Family,LGF,"$53,345,287","2,288","$25,068,677","2,288",4/22,7/21
1478,4,Spring,2011,8,Soul Surfer,TriS,"$43,853,424","2,240","$10,601,862","2,214",4/8,7/21
1479,4,Spring,2011,9,Hanna,Focus,"$40,259,119","2,545","$12,370,549","2,535",4/8,7/7
1480,4,Spring,2011,10,Scream 4,W/Dim.,"$38,180,928","3,314","$18,692,090","3,305",4/15,6/30
1481,4,Spring,2011,11,Arthur (2011),WB,"$33,035,397","3,276","$12,222,756","3,276",4/8,6/9
1482,4,Spring,2011,12,Your Highness,Uni.,"$21,596,445","2,772","$9,360,020","2,769",4/8,5/19
1483,4,Spring,2011,13,African Cats,BV,"$15,428,747","1,224","$6,003,200","1,220",4/22,7/14
1484,4,Spring,2011,14,The Conspirator,RAtt.,"$11,538,204",849,"$3,506,602",707,4/15,9/15
1485,4,Spring,2011,15,Hoodwinked Too! Hood vs. Evil,Wein.,"$10,143,779","2,505","$4,108,630","2,505",4/29,7/21
1486,4,Spring,2011,16,Prom,BV,"$10,130,219","2,730","$4,712,638","2,730",4/29,6/23
1487,4,Spring,2011,17,The King's Speech (PG-13),Wein.,"$3,344,306","1,011","$1,133,162","1,011",4/1,6/16
1488,4,Spring,2011,18,Dylan Dog: Dead of Night,OMNI/FSR,"$1,186,538",875,"$754,779",875,4/29,5/19
1489,5,Summer,2011,1,The Hangover Part II,WB,"$254,464,305","3,675","$85,946,294","3,615",5/26,9/15
1490,5,Summer,2011,2,Pirates of the Caribbean: On Stranger Tides,BV,"$241,071,802","4,164","$90,151,958","4,155",5/20,9/29
1491,5,Summer,2011,3,Thor,Par.,"$181,030,624","3,963","$65,723,338","3,955",5/6,8/25
1492,5,Summer,2011,4,Bridesmaids,Uni.,"$169,106,725","2,958","$26,247,410","2,918",5/13,9/29
1493,5,Summer,2011,5,Kung Fu Panda 2,P/DW,"$165,249,063","3,952","$47,656,302","3,925",5/26,9/29
1494,5,Summer,2011,6,Something Borrowed,WB,"$39,046,489","2,904","$13,945,368","2,904",5/6,7/28
1495,5,Summer,2011,7,Jumping the Broom,TriS,"$37,295,394","2,035","$15,215,487","2,035",5/6,6/30
1496,5,Summer,2011,8,Priest,SGem,"$29,136,626","2,864","$14,953,664","2,864",5/13,6/23
1497,6,Summer,2011,1,Transformers: Dark of the Moon,P/DW,"$352,390,543","4,088","$97,852,865","4,088",6/29,10/13
1498,6,Summer,2011,2,Cars 2,BV,"$191,452,396","4,115","$66,135,507","4,115",6/24,12/15
1499,6,Summer,2011,3,X-Men: First Class,Fox,"$146,408,305","3,692","$55,101,604","3,641",6/3,9/29
1500,6,Summer,2011,4,Super 8,Par.,"$127,004,179","3,424","$35,451,168","3,379",6/10,9/29
1501,6,Summer,2011,5,Green Lantern,WB,"$116,601,172","3,816","$53,174,303","3,816",6/17,9/29
1502,6,Summer,2011,6,Bad Teacher,Sony,"$100,292,856","3,049","$31,603,106","3,049",6/24,10/13
1503,6,Summer,2011,7,Mr. Popper's Penguins,Fox,"$68,224,452","3,342","$18,445,355","3,339",6/17,10/20
1504,6,Summer,2011,8,Midnight in Paris,SPC,"$56,817,045","1,038","$599,003",6,6/10,3/22
1505,6,Summer,2011,9,Judy Moody and the NOT Bummer Summer,Rela.,"$15,013,650","2,524","$6,076,859","2,524",6/10,8/18
1506,6,Summer,2011,10,The Art of Getting By,FoxS,"$1,430,241",610,"$679,160",610,6/17,7/14
1507,7,Summer,2011,1,Harry Potter and the Deathly Hallows Part 2,WB,"$381,011,219","4,375","$169,189,427","4,375",7/15,11/24
1508,7,Summer,2011,2,Captain America: The First Avenger,Par.,"$176,654,505","3,715","$65,058,524","3,715",7/22,11/10
1509,7,Summer,2011,3,The Smurfs,Sony,"$142,614,158","3,427","$35,611,637","3,395",7/29,12/15
1510,7,Summer,2011,4,Horrible Bosses,WB (NL),"$117,538,559","3,134","$28,302,165","3,040",7/8,10/27
1511,7,Summer,2011,5,Cowboys & Aliens,Uni.,"$100,240,551","3,754","$36,431,290","3,750",7/29,11/3
1512,7,Summer,2011,6,"Crazy, Stupid, Love.",WB,"$84,351,197","3,020","$19,104,303","3,020",7/29,11/24
1513,7,Summer,2011,7,Zookeeper,Sony,"$80,360,843","3,482","$20,065,617","3,482",7/8,10/27
1514,7,Summer,2011,8,Friends with Benefits,SGem,"$55,802,754","2,926","$18,622,150","2,926",7/22,9/22
1515,7,Summer,2011,9,Larry Crowne,Uni.,"$35,608,245","2,976","$13,096,065","2,973",7/1,8/18
1516,7,Summer,2011,10,Winnie the Pooh,BV,"$26,692,846","2,405","$7,857,076","2,405",7/15,9/22
1517,7,Summer,2011,11,Monte Carlo,Fox,"$23,186,769","2,473","$7,453,944","2,473",7/1,9/29
1518,8,Fall,2011,1,Rise of the Planet of the Apes,Fox,"$176,760,185","3,691","$54,806,191","3,648",8/5,12/15
1519,8,Fall,2011,2,The Help,BV,"$169,708,112","3,014","$26,044,590","2,534",8/10,3/8
1520,8,Fall,2011,3,Final Destination 5,WB (NL),"$42,587,643","3,155","$18,031,396","3,155",8/12,10/13
1521,8,Fall,2011,4,Spy Kids: All the Time in the World,W/Dim.,"$38,538,188","3,305","$11,644,672","3,295",8/19,12/15
1522,8,Fall,2011,5,The Change-Up,Uni.,"$37,081,475","2,913","$13,531,115","2,913",8/5,9/29
1523,8,Fall,2011,6,30 Minutes or Less,Sony,"$37,053,924","2,888","$13,330,118","2,888",8/12,9/29
1524,8,Fall,2011,7,Colombiana,TriS,"$36,665,854","2,614","$10,408,176","2,614",8/26,11/3
1525,8,Fall,2011,8,The Debt,Focus,"$31,177,548","1,874","$9,909,499","1,826",8/31,11/3
1526,8,Fall,2011,9,Our Idiot Brother,Wein.,"$24,816,118","2,555","$7,011,631","2,555",8/26,11/24
1527,8,Fall,2011,10,Don't Be Afraid of the Dark,FD,"$24,046,682","2,780","$8,525,728","2,760",8/26,11/17
1528,8,Fall,2011,11,Conan the Barbarian (2011),LGF,"$21,295,021","3,015","$10,021,215","3,015",8/19,10/6
1529,8,Fall,2011,12,Fright Night (2011),BV,"$18,302,607","3,114","$7,714,388","3,114",8/19,11/10
1530,8,Fall,2011,13,One Day,Focus,"$13,843,771","1,725","$5,079,566","1,719",8/19,9/22
1531,8,Fall,2011,14,Glee The 3D Concert Movie,Fox,"$11,862,398","2,040","$5,961,231","2,040",8/12,9/29
1532,9,Fall,2011,1,The Lion King (in 3D),BV,"$94,242,001","2,340","$30,151,614","2,330",9/16,1/12
1533,9,Fall,2011,2,Contagion,WB,"$75,658,097","3,222","$22,403,596","3,222",9/9,12/15
1534,9,Fall,2011,3,Moneyball,Sony,"$75,605,492","3,018","$19,501,302","2,993",9/23,2/2
1535,9,Fall,2011,4,Dolphin Tale,WB,"$72,286,779","3,515","$19,152,401","3,507",9/23,1/26
1536,9,Fall,2011,5,Drive (2011),FD,"$35,060,689","2,904","$11,340,461","2,886",9/16,2/9
1537,9,Fall,2011,6,50/50,Sum.,"$35,014,192","2,479","$8,644,095","2,458",9/30,12/29
1538,9,Fall,2011,7,Courageous,TriS,"$34,522,221","1,214","$9,112,839","1,161",9/30,1/26
1539,9,Fall,2011,8,Abduction,LGF,"$28,087,155","3,118","$10,925,253","3,118",9/23,12/15
1540,9,Fall,2011,9,Killer Elite,ORF,"$25,124,966","2,986","$9,352,008","2,986",9/23,11/17
1541,9,Fall,2011,10,Dream House,Uni.,"$21,302,340","2,664","$8,129,355","2,661",9/30,11/17
1542,9,Fall,2011,11,Shark Night 3D,Rela.,"$18,877,153","2,848","$8,404,260","2,806",9/2,11/24
1543,9,Fall,2011,12,Apollo 18,W/Dim.,"$17,687,709","3,330","$8,704,271","3,328",9/2,11/24
1544,9,Fall,2011,13,What's Your Number?,Fox,"$14,011,084","3,011","$5,421,669","3,002",9/30,11/24
1545,9,Fall,2011,14,Warrior,LGF,"$13,657,115","1,883","$5,242,107","1,869",9/9,11/3
1546,9,Fall,2011,15,Straw Dogs (2011),SGem,"$10,324,441","2,408","$5,123,760","2,408",9/16,10/13
1547,9,Fall,2011,16,I Don't Know How She Does It,Wein.,"$9,662,284","2,490","$4,402,201","2,476",9/16,11/24
1548,9,Fall,2011,17,Bucky Larson: Born to Be a Star,Sony,"$2,529,395","1,500","$1,415,023","1,500",9/9,9/22
1549,9,Fall,2011,18,Creature (2011),BD,"$508,714","1,507","$327,000","1,507",9/9,9/15
1550,10,Fall,2011,1,Puss in Boots,P/DW,"$149,260,504","3,963","$34,077,439","3,952",10/28,3/1
1551,10,Fall,2011,2,Paranormal Activity 3,Par.,"$104,028,807","3,329","$52,568,183","3,321",10/21,1/5
1552,10,Fall,2011,3,Real Steel,BV,"$85,468,508","3,440","$27,319,677","3,440",10/7,2/16
1553,10,Fall,2011,4,Footloose (2011),Par.,"$51,802,742","3,555","$15,556,113","3,549",10/14,1/12
1554,10,Fall,2011,5,The Ides of March,Sony,"$40,962,534","2,199","$10,470,143","2,199",10/7,1/12
1555,10,Fall,2011,6,In Time,Fox,"$37,520,095","3,127","$12,050,368","3,122",10/28,2/2
1556,10,Fall,2011,7,The Three Musketeers (2011),Sum.,"$20,374,484","3,017","$8,674,452","3,017",10/21,12/29
1557,10,Fall,2011,8,The Thing (2011),Uni.,"$16,928,670","2,996","$8,493,665","2,996",10/14,11/17
1558,10,Fall,2011,9,The Rum Diary,FD,"$13,109,815","2,292","$5,135,369","2,273",10/28,12/22
1559,10,Fall,2011,10,Johnny English Reborn,Uni.,"$8,305,970","1,554","$3,833,300","1,552",10/21,11/24
1560,10,Fall,2011,11,The Big Year,Fox,"$7,204,138","2,150","$3,251,884","2,150",10/14,12/1
1561,10,Fall,2011,12,The Mighty Macs,QM,"$1,891,936",975,"$963,221",975,10/21,12/1
1562,11,Winter,2011,1,The Twilight Saga: Breaking Dawn Part 1,Sum.,"$281,287,133","4,066","$138,122,261","4,061",11/18,2/23
