,month,season,year,rank,movie_title,prodco,total_tickets,numtheaters,open_tickets,opentheaters,startdate,enddate
1603,2,Spring,2012,6,This Means War,Fox,"6,907,700","3,189","2,197,700","3,189",2/17,6/14
1604,2,Spring,2012,7,The Woman in Black,CBS,"6,858,600","2,856","2,635,600","2,855",2/3,5/3
1605,2,Spring,2012,8,Ghost Rider: Spirit of Vengeance,Sony,"6,533,000","3,174","2,792,300","3,174",2/17,5/10
1606,2,Spring,2012,9,Star Wars: Episode I - The Phantom Menace (in 3D),Fox,"5,486,300","2,655","2,837,100","2,655",2/10,5/28
1607,2,Spring,2012,10,Tyler Perry's Good Deeds,LGF,"4,419,700","2,132","1,967,700","2,132",2/24,5/17
1608,2,Spring,2012,11,Big Miracle,Uni.,"2,544,700","2,133","979,800","2,129",2/3,4/5
1609,2,Spring,2012,12,The Secret World of Arrietty,BV,"2,421,900","1,522","813,900","1,522",2/17,6/7
1610,2,Spring,2012,13,Wanderlust,Uni.,"2,202,500","2,002","824,100","2,002",2/24,4/5
1611,2,Spring,2012,14,Gone,LG/S,"1,474,600","2,186","602,300","2,186",2/24,4/12
1612,3,Spring,2012,1,The Hunger Games,LGF,"50,863,300","4,137","19,259,600","4,137",3/23,9/6
1613,3,Spring,2012,2,Dr. Seuss' The Lorax,Uni.,"26,928,200","3,769","8,865,800","3,729",3/2,7/26
1614,3,Spring,2012,3,21 Jump Street,Sony,"17,292,900","3,148","4,583,700","3,121",3/16,7/1
1615,3,Spring,2012,4,Wrath of the Titans,WB,"10,304,200","3,545","4,224,400","3,545",3/30,6/28
1616,3,Spring,2012,5,John Carter,BV,"9,199,400","3,749","3,810,600","3,749",3/9,6/28
1617,3,Spring,2012,6,Mirror Mirror,Rela.,"8,000,000","3,618","2,289,400","3,603",3/30,8/16
1618,3,Spring,2012,7,Project X,WB,"6,903,800","3,055","2,658,000","3,055",3/2,5/17
1619,3,Spring,2012,8,A Thousand Words,P/DW,"2,320,700","1,895","779,800","1,890",3/9,5/31
1620,3,Spring,2012,9,Silent House,ORF,"1,608,700","2,124","841,100","2,124",3/9,5/3
1621,3,Spring,2012,10,Friends with Kids,RAtt.,"911,200",640,"254,900",369,3/16,6/14
1622,4,Spring,2012,1,Think Like a Man,SGem,"11,276,200","2,052","4,142,400","2,015",4/20,7/8
1623,4,Spring,2012,2,The Lucky One,WB,"7,446,600","3,175","2,773,200","3,155",4/20,7/19
1624,4,Spring,2012,3,Titanic 3D,Par.,"7,128,600","3,674","2,128,800","2,674",4/4,6/7
1625,4,Spring,2012,4,American Reunion,Uni.,"7,021,100","3,203","2,649,500","3,192",4/6,5/31
1626,4,Spring,2012,5,The Three Stooges,Fox,"5,463,600","3,482","2,094,800","3,477",4/13,8/16
1627,4,Spring,2012,6,The Cabin in the Woods,LGF,"5,182,600","2,811","1,815,700","2,811",4/13,7/12
1628,4,Spring,2012,7,The Pirates! Band of Misfits,Sony,"3,833,400","3,358","1,371,600","3,358",4/27,8/5
1629,4,Spring,2012,8,Chimpanzee,BV,"3,570,300","1,567","1,314,500","1,563",4/20,8/9
1630,4,Spring,2012,9,The Five-Year Engagement,Uni.,"3,551,200","2,941","1,306,700","2,936",4/27,6/21
1631,4,Spring,2012,10,Safe (2012),LGF,"2,164,400","2,271","972,000","2,266",4/27,6/21
1632,4,Spring,2012,11,The Raven,Rela.,"1,971,700","2,209","897,700","2,203",4/27,7/12
1633,4,Spring,2012,12,Lockout,FD,"1,764,400","2,335","767,500","2,308",4/13,5/24
1634,4,Spring,2012,13,The Raid: Redemption,SPC,"506,500",881,"27,000",14,4/13,7/12
1635,5,Summer,2012,1,Marvel's The Avengers,BV,"76,881,200","4,349","25,546,600","4,349",5/4,10/4
1636,5,Summer,2012,2,MIB 3,Sony,"22,113,000","4,248","6,723,200","4,248",5/25,9/9
1637,5,Summer,2012,3,Dark Shadows,WB,"9,839,300","3,755","3,655,800","3,755",5/11,8/16
1638,5,Summer,2012,4,Battleship,Uni.,"8,067,500","3,702","3,144,700","3,690",5/18,8/2
1639,5,Summer,2012,5,The Dictator,Par.,"7,349,900","3,014","2,147,200","3,008",5/16,7/26
1640,5,Summer,2012,6,The Best Exotic Marigold Hotel,FoxS,"5,753,400","1,298","90,800",27,5/25,10/25
1641,5,Summer,2012,7,What to Expect When You're Expecting,LGF,"5,074,200","3,021","1,298,900","3,021",5/18,8/2
1642,5,Summer,2012,8,Chernobyl Diaries,WB,"2,232,300","2,433","979,700","2,433",5/25,7/19
1643,6,Summer,2012,1,Brave,BV,"29,957,500","4,164","8,167,900","4,164",6/22,1/17
1644,6,Summer,2012,2,Ted,Uni.,"28,121,600","3,303","6,701,400","3,239",6/29,10/25
1645,6,Summer,2012,3,Madagascar 3: Europe's Most Wanted,P/DW,"26,906,700","4,263","7,428,200","4,258",6/8,10/18
1646,6,Summer,2012,4,Snow White and the Huntsman,Uni.,"19,205,700","3,777","6,923,400","3,773",6/1,9/6
1647,6,Summer,2012,5,Prometheus,Fox,"15,646,700","3,442","6,287,000","3,396",6/8,9/20
1648,6,Summer,2012,6,Magic Mike,WB,"14,617,200","3,120","4,818,600","2,930",6/29,9/27
1649,6,Summer,2012,7,Tyler Perry's Madea's Witness Protection,LGF,"8,438,700","2,161","3,126,900","2,161",6/29,9/20
1650,6,Summer,2012,8,Moonrise Kingdom,Focus,"5,775,800",924,"64,400",4,6/29,11/1
1651,6,Summer,2012,9,Rock of Ages,WB (NL),"4,777,800","3,470","1,778,000","3,470",6/15,8/16
1652,6,Summer,2012,10,Abraham Lincoln: Vampire Hunter,Fox,"4,698,500","3,109","2,008,200","3,108",6/22,9/20
1653,6,Summer,2012,11,That's My Boy,Sony,"4,573,700","3,030","1,656,900","3,030",6/15,7/22
1654,6,Summer,2012,12,People Like Us,BV,"1,598,300","2,055","524,100","2,055",6/29,8/30
1655,6,Summer,2012,13,Seeking a Friend for the End of the World,Focus,"880,000","1,625","470,800","1,625",6/22,7/5
1656,6,Summer,2012,14,For Greater Glory,ArcEnt,"701,100",757,"232,200",757,6/1,8/16
1657,7,Summer,2012,1,The Dark Knight Rises,WB,"57,581,800","4,404","20,679,600","4,404",7/20,12/13
1658,7,Summer,2012,2,The Amazing Spider-Man,Sony,"33,677,900","4,318","7,969,800","4,318",7/3,10/14
1659,7,Summer,2012,3,Ice Age: Continental Drift,Fox,"20,724,500","3,886","5,993,500","3,881",7/13,2/7
1660,7,Summer,2012,4,Savages (2012),Uni.,"6,090,200","2,635","2,058,700","2,628",7/6,9/6
1661,7,Summer,2012,5,Step Up Revolution,LG/S,"4,508,000","2,606","1,507,900","2,567",7/27,10/4
1662,7,Summer,2012,6,The Watch,Fox,"4,353,800","3,168","1,638,900","3,168",7/27,10/18
1663,7,Summer,2012,7,Katy Perry: Part of Me,Par.,"3,255,300","2,732","917,500","2,730",7/5,8/30
1664,7,Summer,2012,8,To Rome with Love,SPC,"2,141,200",806,"44,500",5,7/6,11/15
1665,8,Fall,2012,1,The Bourne Legacy,Uni.,"14,550,600","3,753","4,902,700","3,745",8/10,11/8
1666,8,Fall,2012,2,The Campaign,WB,"11,164,200","3,302","3,417,500","3,205",8/10,11/22
1667,8,Fall,2012,3,The Expendables 2,LGF,"10,922,500","3,355","3,675,000","3,316",8/17,11/22
1668,8,Fall,2012,4,Hope Springs,Sony,"8,166,600","2,441","1,883,000","2,361",8/8,10/21
1669,8,Fall,2012,5,Total Recall (2012),Sony,"7,251,000","3,601","3,287,600","3,601",8/3,10/7
1670,8,Fall,2012,6,ParaNorman,Focus,"7,186,100","3,455","1,810,700","3,429",8/17,1/3
1671,8,Fall,2012,7,The Odd Life of Timothy Green,BV,"6,653,200","2,717","1,391,100","2,598",8/15,1/17
1672,8,Fall,2012,8,The Possession,LGF,"6,301,600","2,860","2,279,200","2,816",8/31,11/22
1673,8,Fall,2012,9,Diary of a Wimpy Kid: Dog Days,Fox,"6,294,300","3,401","1,879,600","3,391",8/3,12/20
1674,8,Fall,2012,10,Lawless,Wein.,"4,798,600","3,138","1,285,600","2,888",8/29,11/29
1675,8,Fall,2012,11,2016 Obama's America,RM,"4,299,400","2,017","4,100",1,8/24,10/11
1676,8,Fall,2012,12,Sparkle (2012),TriS,"3,004,600","2,244","1,496,600","2,244",8/17,9/30
1677,8,Fall,2012,13,Premium Rush,Sony,"2,606,100","2,255","775,100","2,255",8/24,10/21
1678,8,Fall,2012,14,Hit and Run,ORF,"1,693,300","2,870","581,800","2,870",8/22,10/11
1679,8,Fall,2012,15,The Apparition,WB,"608,000",810,"365,200",810,8/24,10/11
1680,8,Fall,2012,16,Nitro Circus the Movie 3D,ArcEnt,"416,000",800,"152,100",800,8/8,10/11
1681,8,Fall,2012,17,Oogieloves In The BIG Balloon Adventure,KVP,"131,300","2,160","57,100","2,160",8/29,9/20
1682,9,Fall,2012,1,Hotel Transylvania,Sony,"18,430,300","3,375","5,465,600","3,349",9/28,2/28
1683,9,Fall,2012,2,Looper,TriS,"8,259,300","2,993","2,673,700","2,992",9/28,1/1
1684,9,Fall,2012,3,Resident Evil: Retribution,SGem,"5,442,900","3,016","2,705,900","3,012",9/14,11/11
1685,9,Fall,2012,4,Finding Nemo (3D),BV,"5,249,000","2,904","2,145,000","2,904",9/14,1/17
1686,9,Fall,2012,5,End of Watch,ORF,"5,172,500","2,780","1,690,600","2,730",9/21,1/17
1687,9,Fall,2012,6,Trouble with the Curve,WB,"4,512,400","3,212","1,563,200","3,212",9/21,12/13
1688,9,Fall,2012,7,House at the End of The Street,Rela.,"3,991,900","3,083","1,579,300","3,083",9/21,12/20
1689,9,Fall,2012,8,The Master,Wein.,"2,064,900",864,"94,600",5,9/21,3/14
1690,9,Fall,2012,9,Dredd,LGF,"1,724,300","2,557","807,000","2,506",9/21,11/1
1691,9,Fall,2012,10,The Words,CBS,"1,415,600","2,801","610,700","2,801",9/7,10/4
1692,9,Fall,2012,11,Won't Back Down,Fox,"659,700","2,517","334,600","2,515",9/28,11/22
1693,9,Fall,2012,12,The Cold Light of Day,LG/S,"483,500","1,511","235,400","1,511",9/7,10/4
1694,9,Fall,2012,13,Last Ounce of Courage,RM,"428,000","1,407","203,900","1,407",9/14,10/11
1695,10,Fall,2012,1,Taken 2,Fox,"17,375,300","3,706","6,150,900","3,661",10/5,2/21
1696,10,Fall,2012,2,Argo,WB,"16,943,900","3,247","2,417,200","3,232",10/12,4/24
1697,10,Fall,2012,3,Pitch Perfect,Uni.,"8,076,000","2,787","661,900",335,10/5,2/14
1698,10,Fall,2012,4,Paranormal Activity 4,Par.,"6,695,800","3,412","3,603,000","3,412",10/19,1/3
1699,10,Fall,2012,5,Sinister,LG/S,"5,973,700","2,542","2,237,000","2,527",10/12,1/3
1700,10,Fall,2012,6,Here Comes the Boom,Sony,"5,629,700","3,014","1,467,900","3,014",10/12,2/18
1701,10,Fall,2012,7,Frankenweenie,BV,"4,385,200","3,005","1,417,700","3,005",10/5,2/28
1702,10,Fall,2012,8,Cloud Atlas,WB,"3,368,100","2,023","1,194,100","2,008",10/26,1/24
1703,10,Fall,2012,9,Alex Cross,LG/S,"3,216,100","2,541","1,415,700","2,539",10/19,1/3
1704,10,Fall,2012,10,The Perks of Being a Wallflower,LG/S,"2,206,400",745,"29,400",4,10/12,2/7
1705,10,Fall,2012,11,Silent Hill: Revelation 3D,ORF,"2,177,500","2,933","996,700","2,933",10/26,12/16
1706,10,Fall,2012,12,Seven Psychopaths,CBS,"1,866,300","1,480","518,600","1,480",10/12,12/20
1707,10,Fall,2012,13,Fun Size,Par.,"1,168,900","3,016","509,400","3,014",10/26,12/13
1708,10,Fall,2012,14,Chasing Mavericks,Fox,"745,800","2,030","281,800","2,002",10/26,1/13
1709,10,Fall,2012,15,Atlas Shrugged: Part II,ADC,"414,400","1,012","217,600","1,012",10/12,11/29
1710,11,Winter,2012,1,Skyfall,Sony,"37,842,000","3,526","10,977,000","3,505",11/9,3/10
1711,11,Winter,2012,2,The Twilight Saga: Breaking Dawn Part 2,LG/S,"36,328,500","4,070","17,523,900","4,070",11/16,3/7
1712,11,Winter,2012,3,Wreck-It Ralph,BV,"23,554,200","3,752","6,091,800","3,752",11/2,5/2
1713,11,Winter,2012,4,Lincoln,BV,"22,732,000","2,293","117,300",11,11/16,4/25
1714,11,Winter,2012,5,Life of Pi,Fox,"15,588,500","2,946","2,789,000","2,927",11/21,7/25
1715,11,Winter,2012,6,Rise of the Guardians,P/DW,"12,876,400","3,672","2,953,200","3,653",11/21,4/11
1716,11,Winter,2012,7,Flight,Par.,"11,652,800","2,638","3,093,200","1,884",11/2,2/14
1717,11,Winter,2012,8,Red Dawn (2012),FD,"5,569,200","2,781","1,773,500","2,724",11/21,2/21
1718,11,Winter,2012,9,The Man with the Iron Fists,Uni.,"1,942,100","1,872","982,700","1,868",11/2,12/20
1719,11,Winter,2012,10,Killing Them Softly,Wein.,"1,867,000","2,424","846,300","2,424",11/30,2/21
1720,11,Winter,2012,11,The Collection,LD,"849,900","1,403","385,600","1,403",11/30,12/30
1721,12,Winter,2012,1,The Hobbit: An Unexpected Journey,WB (NL),"37,833,700","4,100","10,511,500","4,045",12/14,4/25
1722,12,Winter,2012,2,Django Unchained,Wein.,"20,442,700","3,012","3,742,000","3,010",12/25,5/16
1723,12,Winter,2012,3,Les Miserables (2012),Uni.,"18,673,300","2,927","3,389,000","2,814",12/25,4/4
1724,12,Winter,2012,4,Silver Linings Playbook,Wein.,"16,568,100","2,809","55,000",16,12/25,6/6
1725,12,Winter,2012,5,Jack Reacher,Par.,"10,031,900","3,352","1,889,500","3,352",12/21,3/21
1726,12,Winter,2012,6,Parental Guidance,Fox,"9,702,900","3,368","1,808,000","3,367",12/25,5/23
1727,12,Winter,2012,7,This Is 40,Uni.,"8,465,700","2,931","1,438,400","2,912",12/21,2/28
1728,12,Winter,2012,8,The Guilt Trip,Par.,"4,652,100","2,431","657,200","2,431",12/19,3/7
1729,12,Winter,2012,9,"Monsters, Inc. (3D)",BV,"4,265,000","2,618","593,100","2,618",12/19,5/2
1730,12,Winter,2012,10,Playing for Keeps,FD,"1,628,500","2,840","714,300","2,837",12/7,2/21
1731,12,Winter,2012,11,Cirque Du Soleil: Worlds Away,Par.,"1,567,300",840,"268,700",840,12/21,2/14
1732,1,Winter,2013,1,Zero Dark Thirty,Sony,"12,053,700","2,946","51,800",5,1/11,3/31
1733,1,Winter,2013,2,Mama,Uni.,"9,020,400","2,781","3,577,100","2,647",1/18,4/4
1734,1,Winter,2013,3,Hansel and Gretel: Witch Hunters,Par.,"7,011,100","3,375","2,480,000","3,372",1/25,4/25
1735,1,Winter,2013,4,Gangster Squad,WB,"5,793,400","3,103","2,149,900","3,103",1/11,4/4
1736,1,Winter,2013,5,A Haunted House,ORF,"5,043,000","2,160","2,279,800","2,160",1/11,3/3
1737,1,Winter,2013,6,Texas Chainsaw 3D,LGF,"4,325,200","2,659","2,738,600","2,654",1/4,2/28
1738,1,Winter,2013,7,Broken City,Fox,"2,481,100","2,622","1,041,400","2,620",1/18,4/4
1739,1,Winter,2013,8,The Impossible,LG/S,"2,393,300",886,"17,900",15,1/11,4/18
1740,1,Winter,2013,9,Parker,FD,"2,218,600","2,238","882,600","2,224",1/25,4/4
1741,1,Winter,2013,10,The Last Stand,LGF,"1,517,700","2,913","791,100","2,913",1/18,2/28
1742,1,Winter,2013,11,Movie 43,Rela.,"1,113,400","2,023","605,300","2,023",1/25,3/14
1743,1,Winter,2013,12,Promised Land (2012),Focus,"956,900","1,676","21,600",25,1/4,1/24
1744,2,Spring,2013,1,Identity Thief,Uni.,"16,940,400","3,230","4,351,500","3,141",2/8,6/6
1745,2,Spring,2013,2,Safe Haven,Rela.,"8,986,000","3,223","2,695,400","3,223",2/14,5/30
1746,2,Spring,2013,3,A Good Day to Die Hard,Fox,"8,482,300","3,555","3,127,800","3,553",2/14,5/23
1747,2,Spring,2013,4,Warm Bodies,LG/S,"8,352,000","3,009","2,563,500","3,009",2/1,5/9
1748,2,Spring,2013,5,Escape From Planet Earth,Wein.,"7,158,500","3,353","2,001,400","3,288",2/15,7/25
1749,2,Spring,2013,6,Snitch,LG/S,"5,406,900","2,511","1,658,400","2,511",2/22,5/30
1750,2,Spring,2013,7,Side Effects (2013),ORF,"4,052,000","2,605","1,171,700","2,605",2/8,5/16
1751,2,Spring,2013,8,Beautiful Creatures (2013),WB,"2,416,400","2,950","955,000","2,950",2/14,4/11
1752,2,Spring,2013,9,Dark Skies,W/Dim.,"2,193,800","2,313","1,031,400","2,313",2/22,5/23
1753,2,Spring,2013,10,Bullet to the Head,WB,"1,195,200","2,404","572,800","2,404",2/1,3/14
1754,2,Spring,2013,11,Stand Up Guys,LGF,"416,900",670,"187,200",659,2/1,3/7
1755,3,Spring,2013,1,Oz The Great and Powerful,BV,"29,266,900","3,912","9,963,500","3,912",3/8,7/18
1756,3,Spring,2013,2,The Croods,Fox,"22,746,300","4,065","5,496,200","4,046",3/22,9/19
1757,3,Spring,2013,3,G.I. Joe: Retaliation,Par.,"14,690,400","3,734","5,101,000","3,719",3/28,7/18
1758,3,Spring,2013,4,Olympus Has Fallen,FD,"12,074,400","3,106","3,825,400","3,098",3/22,7/11
1759,3,Spring,2013,5,Jack the Giant Slayer,WB (NL),"8,210,000","3,525","3,426,000","3,525",3/1,6/13
1760,3,Spring,2013,6,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,"6,546,000","2,047","2,725,700","2,047",3/29,5/30
1761,3,Spring,2013,7,The Call,TriS,"6,533,000","2,507","2,156,000","2,507",3/15,6/9
1762,3,Spring,2013,8,The Host (2013),ORF,"3,353,500","3,202","1,335,000","3,202",3/29,5/30
1763,3,Spring,2013,9,21 and Over,Rela.,"3,234,600","2,771","1,102,500","2,771",3/1,5/16
1764,3,Spring,2013,10,The Incredible Burt Wonderstone,WB (NL),"2,817,000","3,160","1,281,800","3,160",3/15,5/9
1765,3,Spring,2013,11,Quartet,Wein.,"2,301,800",725,"5,900",2,3/1,6/27
1766,3,Spring,2013,12,Admission,Focus,"2,267,900","2,161","775,200","2,160",3/22,6/6
1767,3,Spring,2013,13,The Last Exorcism Part II,CBS,"1,885,600","2,700","973,300","2,700",3/1,4/4
1768,3,Spring,2013,14,Spring Breakers,A24,"1,733,800","1,379","33,100",3,3/22,6/11
1769,3,Spring,2013,15,Dead Man Down,FD,"1,372,200","2,188","673,200","2,188",3/8,4/18
1770,3,Spring,2013,16,Phantom (2013),RCR,"128,500","1,118","64,000","1,118",3/1,3/17
1771,4,Spring,2013,1,42,WB,"11,338,900","3,405","3,280,100","3,003",4/12,7/25
1772,4,Spring,2013,2,Oblivion,Uni.,"10,633,300","3,792","4,421,800","3,783",4/19,6/27
1773,4,Spring,2013,3,Evil Dead (2013),TriS,"6,831,200","3,025","3,075,900","3,025",4/5,6/9
1774,4,Spring,2013,4,Pain and Gain,Par.,"5,951,700","3,303","2,415,800","3,277",4/26,8/29
1775,4,Spring,2013,5,Jurassic Park 3D,Uni.,"5,716,100","2,778","2,222,000","2,771",4/5,5/23
1776,4,Spring,2013,6,Scary Movie 5,W/Dim.,"3,820,500","3,402","1,689,400","3,402",4/12,7/25
1777,4,Spring,2013,7,The Big Wedding,LGF,"2,603,700","2,633","905,900","2,633",4/26,7/4
1778,4,Spring,2013,8,The Place Beyond the Pines,Focus,"2,554,100","1,584","35,200",4,4/19,6/27
1779,4,Spring,2013,9,The Company You Keep,SPC,"612,500",807,"15,700",5,4/26,8/1
1780,5,Summer,2013,1,Iron Man 3,BV,"48,808,400","4,253","20,781,000","4,253",5/3,9/12
1781,5,Summer,2013,2,Fast & Furious 6,Uni.,"28,482,100","3,771","11,620,000","3,658",5/24,9/5
1782,5,Summer,2013,3,Star Trek Into Darkness,Par.,"27,300,600","3,907","8,373,000","3,868",5/16,9/12
1783,5,Summer,2013,4,The Great Gatsby (2013),WB,"17,284,100","3,550","5,976,800","3,535",5/10,8/22
1784,5,Summer,2013,5,Now You See Me,LG/S,"14,048,200","3,082","3,502,400","2,925",5/31,9/26
1785,5,Summer,2013,6,The Hangover Part III,WB,"13,389,000","3,565","4,972,700","3,555",5/23,8/15
1786,5,Summer,2013,7,Epic,Fox,"12,830,400","3,894","4,001,300","3,882",5/24,9/19
1787,5,Summer,2013,8,After Earth,Sony,"7,222,200","3,401","3,284,000","3,401",5/31,8/18
1788,5,Summer,2013,9,Mud,RAtt.,"2,576,400",960,"264,400",363,5/10,9/12
1789,5,Summer,2013,10,Tyler Perry Presents Peeples,LGF,"1,155,800","2,041","550,300","2,041",5/10,6/13
1790,6,Summer,2013,1,Man of Steel,WB,"34,731,000","4,207","13,916,400","4,207",6/14,9/19
1791,6,Summer,2013,2,Monsters University,BV,"33,200,400","4,004","9,836,500","4,004",6/21,12/19
1792,6,Summer,2013,3,World War Z,Par.,"25,037,900","3,607","7,925,000","3,607",6/21,10/10
1793,6,Summer,2013,4,The Heat,Fox,"20,348,500","3,184","4,667,700","3,181",6/28,12/12
1794,6,Summer,2013,5,This is the End,Sony,"12,398,500","3,055","2,472,500","3,055",6/12,10/6
1795,6,Summer,2013,6,White House Down,Sony,"8,723,600","3,222","2,965,700","3,222",6/28,9/15
1796,6,Summer,2013,7,The Purge,Uni.,"7,693,700","2,591","4,064,200","2,536",6/7,8/8
1797,6,Summer,2013,8,The Internship,Fox,"5,330,900","3,399","2,067,500","3,366",6/7,9/12
1798,6,Summer,2013,9,Before Midnight,SPC,"993,200",897,"29,500",5,6/14,11/7
1799,6,Summer,2013,10,The Bling Ring,A24,"697,600",650,"25,600",5,6/21,9/12
1800,7,Summer,2013,1,Despicable Me 2,Uni.,"46,894,100","4,003","10,652,700","3,997",7/3,1/16
1801,7,Summer,2013,2,The Conjuring,WB (NL),"17,520,600","3,115","5,338,700","2,903",7/19,10/31
1802,7,Summer,2013,3,Grown Ups 2,Sony,"17,032,000","3,491","5,294,500","3,491",7/12,11/17
1803,7,Summer,2013,4,The Wolverine,Fox,"16,895,900","3,924","6,774,700","3,924",7/26,12/5
1804,7,Summer,2013,5,Pacific Rim,WB,"12,982,800","3,285","4,755,800","3,275",7/12,10/17
1805,7,Summer,2013,6,The Lone Ranger,BV,"11,389,600","3,904","3,725,900","3,904",7/3,10/10
1806,7,Summer,2013,7,Turbo,Fox,"10,580,100","3,809","2,718,400","3,806",7/17,12/12
1807,7,Summer,2013,8,The Smurfs 2,Sony,"9,047,900","3,867","2,238,300","3,866",7/31,11/17
1808,7,Summer,2013,9,Red 2,LG/S,"6,790,100","3,016","2,302,100","3,016",7/19,10/17
1809,7,Summer,2013,10,R.I.P.D.,Uni.,"4,011,800","2,852","1,618,800","2,852",7/19,9/26
1810,7,Summer,2013,11,Kevin Hart: Let Me Explain,LG/S,"3,847,700",892,"1,279,400",876,7/3,8/22
1811,7,Summer,2013,12,"The Way, Way Back",FoxS,"2,741,100","1,001","70,500",19,7/26,11/21
1812,7,Summer,2013,13,Fruitvale Station,Wein.,"2,052,900","1,086","49,300",7,7/26,10/31
1813,8,Fall,2013,1,We're the Millers,WB (NL),"19,098,500","3,445","3,369,800","3,260",8/7,12/5
1814,8,Fall,2013,2,Lee Daniels' The Butler,Wein.,"14,811,100","3,330","3,142,500","2,933",8/16,2/13
1815,8,Fall,2013,3,Elysium,TriS,"11,855,400","3,284","3,802,000","3,284",8/9,11/24
1816,8,Fall,2013,4,Planes,BV,"11,490,200","3,716","2,835,800","3,702",8/9,12/19
1817,8,Fall,2013,5,2 Guns,Uni.,"9,637,500","3,028","3,451,400","3,025",8/2,10/24
1818,8,Fall,2013,6,Percy Jackson: Sea of Monsters,Fox,"8,714,500","3,080","1,836,900","3,031",8/7,1/30
1819,8,Fall,2013,7,Blue Jasmine,SPC,"4,237,100","1,283","78,100",6,8/23,4/3
1820,8,Fall,2013,8,The Mortal Instruments: City of Bones,SGem,"3,972,800","3,118","1,190,900","3,118",8/21,10/6
1821,8,Fall,2013,9,One Direction: This is Us,TriS,"3,681,300","2,735","2,017,300","2,735",8/30,10/6
1822,8,Fall,2013,10,Kick-Ass 2,Uni.,"3,436,300","2,945","1,700,600","2,940",8/16,9/26
1823,8,Fall,2013,11,The World's End,Focus,"3,313,000","1,553","1,124,000","1,551",8/23,12/5
1824,8,Fall,2013,12,You're Next,LGF,"2,358,000","2,437","895,400","2,437",8/23,10/17
1825,8,Fall,2013,13,Jobs,ORF,"2,057,300","2,381","856,400","2,381",8/16,10/3
1826,8,Fall,2013,14,Getaway (2013),WB,"1,339,300","2,135","574,500","2,130",8/30,10/3
1827,8,Fall,2013,15,Paranoia,Rela.,"941,700","2,459","450,000","2,459",8/16,10/3
1828,8,Fall,2013,16,The Grandmaster,Wein.,"839,700",804,"16,900",7,8/30,10/24
1829,8,Fall,2013,17,Closed Circuit,Focus,"686,200",870,"314,400",870,8/28,9/26
1830,9,Fall,2013,1,Cloudy with a Chance of Meatballs 2,Sony,"14,368,300","4,001","4,339,000","4,001",9/27,3/16
1831,9,Fall,2013,2,Insidious Chapter 2,FD,"10,499,600","3,155","5,136,700","3,049",9/13,12/19
1832,9,Fall,2013,3,Prisoners,WB,"7,521,300","3,290","2,655,200","3,260",9/20,12/5
1833,9,Fall,2013,4,Instructions Not Included,LGF,"5,599,500",978,"1,000,800",348,9/6,12/12
1834,9,Fall,2013,5,Riddick,Uni.,"5,332,500","3,117","2,427,300","3,107",9/6,10/31
1835,9,Fall,2013,6,The Family (2013),Rela.,"4,639,800","3,091","1,790,100","3,091",9/13,1/9
1836,9,Fall,2013,7,Rush (2013),Uni.,"3,229,300","2,308","23,900",5,9/27,11/21
1837,9,Fall,2013,8,Don Jon,Rela.,"2,931,500","2,422","1,106,800","2,422",9/27,1/9
1838,9,Fall,2013,9,Baggage Claim,FoxS,"2,583,200","2,230","1,151,900","2,027",9/27,12/19
1839,9,Fall,2013,10,Battle of the Year,SGem,"1,107,100","2,008","587,100","2,008",9/20,10/20
1840,9,Fall,2013,11,The Spectacular Now,A24,"871,900",770,"25,200",4,9/13,12/12
1841,10,Fall,2013,1,Gravity,WB,"32,937,800","3,820","6,680,900","3,575",10/4,5/8
1842,10,Fall,2013,2,Captain Phillips,Sony,"12,842,100","3,143","3,080,000","3,020",10/11,3/2
1843,10,Fall,2013,3,Jackass Presents: Bad Grandpa,Par.,"12,221,600","3,345","3,838,900","3,336",10/25,1/23
1844,10,Fall,2013,4,Carrie (2013),SGem,"4,498,300","3,157","1,928,300","3,157",10/18,11/24
1845,10,Fall,2013,5,Escape Plan,LG/S,"3,011,700","2,883","1,183,900","2,883",10/18,1/16
1846,10,Fall,2013,6,Runner Runner,Fox,"2,313,400","3,026","923,000","3,026",10/4,12/8
1847,10,Fall,2013,7,Enough Said,FoxS,"2,105,500",835,"29,700",4,10/11,1/16
1848,10,Fall,2013,8,The Counselor,Fox,"2,033,000","3,044","939,300","3,044",10/25,1/16
1849,10,Fall,2013,9,Machete Kills,ORF,"959,100","2,538","459,500","2,538",10/11,11/14
1850,10,Fall,2013,10,The Fifth Estate,BV,"415,200","1,769","200,400","1,769",10/18,12/5
1851,11,Winter,2013,1,The Hunger Games: Catching Fire,LGF,"51,114,600","4,163","18,931,100","4,163",11/22,4/3
1852,11,Winter,2013,2,Frozen,BV,"49,041,000","3,742","29,100",1,11/27,7/17
1853,11,Winter,2013,3,Thor: The Dark World,BV,"24,740,900","3,841","10,268,000","3,841",11/8,4/17
1854,11,Winter,2013,4,The Best Man Holiday,Uni.,"8,449,000","2,041","3,605,700","2,024",11/15,1/9
1855,11,Winter,2013,5,Last Vegas,CBS,"7,663,000","3,237","1,956,200","3,065",11/1,2/20
1856,11,Winter,2013,6,Ender's Game,LG/S,"7,398,600","3,407","3,235,600","3,407",11/1,1/9
